"Gene ID","source_id","Organism","Product Description","Gene Type","Input ID","Gene Name or Symbol","gene_source_id"
"Tb927.10.10020","Tb927.10.10020:mRNA","T. brucei brucei TREU927","Rab5 GDP/GTP exchange factor (Rabex-5), putative","protein coding","Tb927.10.10020","RABEX5","Tb927.10.10020"
"Tb927.10.10030","Tb927.10.10030:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10030","null","Tb927.10.10030"
"Tb927.10.10040","Tb927.10.10040:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.10.10040","null","Tb927.10.10040"
"Tb927.10.10050","Tb927.10.10050:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10050","null","Tb927.10.10050"
"Tb927.10.10070","Tb927.10.10070:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10070","null","Tb927.10.10070"
"Tb927.10.10090","Tb927.10.10090:mRNA","T. brucei brucei TREU927","Component of motile flagella 14","protein coding","Tb927.10.10090","CMF14","Tb927.10.10090"
"Tb927.10.10100","Tb927.10.10100:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10100","null","Tb927.10.10100"
"Tb927.10.10140","Tb927.10.10140:mRNA","T. brucei brucei TREU927","paraflagellar rod component, putative","protein coding","Tb927.10.10140","PFC19","Tb927.10.10140"
"Tb927.10.10150","Tb927.10.10150:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10150","null","Tb927.10.10150"
"Tb927.10.10170","Tb927.10.10170:mRNA","T. brucei brucei TREU927","pre-mRNA splicing factor 46, putative","protein coding","Tb927.10.10170","PRP46","Tb927.10.10170"
"Tb927.10.10180","Tb927.10.10180:mRNA","T. brucei brucei TREU927","Miro-like protein, putative","protein coding","Tb927.10.10180","null","Tb927.10.10180"
"Tb927.10.10190","Tb927.10.10190:mRNA","T. brucei brucei TREU927","Leucine-rich repeat domain containing protein","protein coding","Tb927.10.10190","null","Tb927.10.10190"
"Tb927.10.10200","Tb927.10.10200:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10200","null","Tb927.10.10200"
"Tb927.10.10210","Tb927.10.10210:mRNA","T. brucei brucei TREU927","procyclin-associated gene 4 (PAG4) protein","protein coding","Tb927.10.10210","PAG4","Tb927.10.10210"
"Tb927.10.10220","Tb927.10.10220:mRNA","T. brucei brucei TREU927","procyclin-associated gene 2 (PAG2) protein","protein coding","Tb927.10.10220","PAG2","Tb927.10.10220"
"Tb927.10.10230","Tb927.10.10230:mRNA","T. brucei brucei TREU927","procyclin-associated gene 5 (PAG5) protein","protein coding","Tb927.10.10230","PAG5","Tb927.10.10230"
"Tb927.10.10240","Tb927.10.10240:mRNA","T. brucei brucei TREU927","procyclin-associated gene 1 (PAG1) protein","protein coding","Tb927.10.10240","PAG1","Tb927.10.10240"
"Tb927.10.10250","Tb927.10.10250:mRNA","T. brucei brucei TREU927","EP2 procyclin","protein coding","Tb927.10.10250","EP2","Tb927.10.10250"
"Tb927.10.10260","Tb927.10.10260:mRNA","T. brucei brucei TREU927","EP1 procyclin","protein coding","Tb927.10.10260","EP1","Tb927.10.10260"
"Tb927.10.10280","Tb927.10.10280:mRNA","T. brucei brucei TREU927","microtubule-associated protein, putative","protein coding","Tb927.10.10280","BBP268","Tb927.10.10280"
"Tb927.10.10320","Tb927.10.10320:mRNA","T. brucei brucei TREU927","dynein light chain Tctex-type, putative","protein coding","Tb927.10.10320","null","Tb927.10.10320"
"Tb927.10.10330","Tb927.10.10330:mRNA","T. brucei brucei TREU927","Anaphase-promoting complex subunit CDC27","protein coding","Tb927.10.10330","CDC27","Tb927.10.10330"
"Tb927.10.10360","Tb927.10.10360:mRNA","T. brucei brucei TREU927","Microtubule-associated repetitive protein","protein coding","Tb927.10.10360","MARP","Tb927.10.10360"
"Tb927.10.10390","Tb927.10.10390:mRNA","T. brucei brucei TREU927","trypanothione reductase","protein coding","Tb927.10.10390","null","Tb927.10.10390"
"Tb927.10.10400","Tb927.10.10400:mRNA","T. brucei brucei TREU927","Mitochondrial ribosomal protein S11","protein coding","Tb927.10.10400","MRPS11","Tb927.10.10400"
"Tb927.10.10430","Tb927.10.10430:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10430","null","Tb927.10.10430"
"Tb927.10.10440","Tb927.10.10440:mRNA","T. brucei brucei TREU927","mitochondrial carrier protein","protein coding","Tb927.10.10440","MCP8","Tb927.10.10440"
"Tb927.10.10590","Tb927.10.10590:mRNA","T. brucei brucei TREU927","histone H2B, putative","protein coding","Tb927.10.10590","null","Tb927.10.10590"
"Tb927.10.1060","Tb927.10.1060:mRNA","T. brucei brucei TREU927","T-complex protein 1, delta subunit, putative","protein coding","Tb927.10.1060","TCP-1-delta","Tb927.10.1060"
"Tb927.10.10600","Tb927.10.10600:mRNA","T. brucei brucei TREU927","ARP2/3 complex 16kDa subunit, putative","protein coding","Tb927.10.10600","null","Tb927.10.10600"
"Tb927.10.10630","Tb927.10.10630:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10630","null","Tb927.10.10630"
"Tb927.10.10650","Tb927.10.10650:mRNA","T. brucei brucei TREU927","cytosolic Fe-S cluster assembly factor NAR1, putative","protein coding","Tb927.10.10650","NAR1","Tb927.10.10650"
"Tb927.10.10670","Tb927.10.10670:mRNA","T. brucei brucei TREU927","kinetoplastid-specific dual specificity phosphatase, putative","protein coding","Tb927.10.10670","null","Tb927.10.10670"
"Tb927.10.10680","Tb927.10.10680:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10680","null","Tb927.10.10680"
"Tb927.10.10690","Tb927.10.10690:mRNA","T. brucei brucei TREU927","CEP19-like protein, putative","protein coding","Tb927.10.10690","CEP19","Tb927.10.10690"
"Tb927.10.1070","Tb927.10.1070:mRNA","T. brucei brucei TREU927","cdc2-related kinase 1","protein coding","Tb927.10.1070","CRK1","Tb927.10.1070"
"Tb927.10.10710","Tb927.10.10710:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10710","null","Tb927.10.10710"
"Tb927.10.10730","Tb927.10.10730:mRNA","T. brucei brucei TREU927","RNA Interference Factor 5","protein coding","Tb927.10.10730","RIF5","Tb927.10.10730"
"Tb927.10.10750","Tb927.10.10750:mRNA","T. brucei brucei TREU927","metallo-peptidase, Clan MC, Family M14, putative","protein coding","Tb927.10.10750","null","Tb927.10.10750"
"Tb927.10.10770","Tb927.10.10770:mRNA","T. brucei brucei TREU927","Generative cell specific 1 protein, putative","protein coding","Tb927.10.10770","GCS1","Tb927.10.10770"
"Tb927.10.10780","Tb927.10.10780:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10780","null","Tb927.10.10780"
"Tb927.10.1080","Tb927.10.1080:mRNA","T. brucei brucei TREU927","40S ribosomal protein S23, putative","protein coding","Tb927.10.1080","RPS23","Tb927.10.1080"
"Tb927.10.10820","Tb927.10.10820:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.10820","null","Tb927.10.10820"
"Tb927.10.10830","Tb927.10.10830:mRNA","T. brucei brucei TREU927","RGG-containing protein 2","protein coding","Tb927.10.10830","RGG2","Tb927.10.10830"
"Tb927.10.10840","Tb927.10.10840:mRNA","T. brucei brucei TREU927","Enriched in surface-labeled proteome protein 15","protein coding","Tb927.10.10840","ESP15","Tb927.10.10840"
"Tb927.10.10850","Tb927.10.10850:mRNA","T. brucei brucei TREU927","Protein argonaute-1","protein coding","Tb927.10.10850","AGO1","Tb927.10.10850"
"Tb927.10.10870","Tb927.10.10870:mRNA","T. brucei brucei TREU927","CMGC family protein kinase, putative","protein coding","Tb927.10.10870","null","Tb927.10.10870"
"Tb927.10.10990","Tb927.10.10990:mRNA","T. brucei brucei TREU927","predicted WD40 repeat protein","protein coding","Tb927.10.10990","null","Tb927.10.10990"
"Tb927.10.11000","Tb927.10.11000:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11000","null","Tb927.10.11000"
"Tb927.10.11010","Tb927.10.11010:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11010","null","Tb927.10.11010"
"Tb927.10.11030","Tb927.10.11030:mRNA","T. brucei brucei TREU927","Archaic translocase of outer membrane 11 kDa subunit","protein coding","Tb927.10.11030","ATOM11","Tb927.10.11030"
"Tb927.10.11040","Tb927.10.11040:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11040","null","Tb927.10.11040"
"Tb927.10.11050","Tb927.10.11050:mRNA","T. brucei brucei TREU927","LSU ribosomal protein, mitochondrial, putative","protein coding","Tb927.10.11050","null","Tb927.10.11050"
"Tb927.10.11070","Tb927.10.11070:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11070","null","Tb927.10.11070"
"Tb927.10.11080","Tb927.10.11080:mRNA","T. brucei brucei TREU927","paraflagellar rod protein","protein coding","Tb927.10.11080","null","Tb927.10.11080"
"Tb927.10.1110","Tb927.10.1110:mRNA","T. brucei brucei TREU927","kinesin, putative","protein coding","Tb927.10.1110","null","Tb927.10.1110"
"Tb927.10.11100","Tb927.10.11100:mRNA","T. brucei brucei TREU927","deoxyribodipyrimidine photo-lyase, putative","protein coding","Tb927.10.11100","null","Tb927.10.11100"
"Tb927.10.11110","Tb927.10.11110:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11110","null","Tb927.10.11110"
"Tb927.10.11130","Tb927.10.11130:mRNA","T. brucei brucei TREU927","SET domain containing protein, putative","protein coding","Tb927.10.11130","null","Tb927.10.11130"
"Tb927.10.11160","Tb927.10.11160:mRNA","T. brucei brucei TREU927","NFU2 iron-sulfur cluster scaffold homolog, mitochondrial","protein coding","Tb927.10.11160","NFU2","Tb927.10.11160"
"Tb927.10.11170","Tb927.10.11170:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11170","null","Tb927.10.11170"
"Tb927.10.11190","Tb927.10.11190:mRNA","T. brucei brucei TREU927","tRNA-splicing ligase RtcB, putative","protein coding","Tb927.10.11190","null","Tb927.10.11190"
"Tb927.10.11200","Tb927.10.11200:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11200","null","Tb927.10.11200"
"Tb927.10.11210","Tb927.10.11210:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11210","null","Tb927.10.11210"
"Tb927.10.11220","Tb927.10.11220:mRNA","T. brucei brucei TREU927","procyclic form surface phosphoprotein","protein coding","Tb927.10.11220","PSSA-2","Tb927.10.11220"
"Tb927.10.11230","Tb927.10.11230:mRNA","T. brucei brucei TREU927","Ras-induced vulval development antagonist, putative","protein coding","Tb927.10.11230","null","Tb927.10.11230"
"Tb927.10.11250","Tb927.10.11250:mRNA","T. brucei brucei TREU927","Coiled-coil domain-containing protein 40 homolog","protein coding","Tb927.10.11250","CCDC40","Tb927.10.11250"
"Tb927.10.11260","Tb927.10.11260:mRNA","T. brucei brucei TREU927","SSU ribosomal protein, mitochondrial, putative","protein coding","Tb927.10.11260","null","Tb927.10.11260"
"Tb927.10.11300","Tb927.10.11300:mRNA","T. brucei brucei TREU927","paraflagellar rod component, putative","protein coding","Tb927.10.11300","PFC16","Tb927.10.11300"
"Tb927.10.11310","Tb927.10.11310:mRNA","T. brucei brucei TREU927","intraflagellar transport protein 57/55","protein coding","Tb927.10.11310","IFT57/55","Tb927.10.11310"
"Tb927.10.11340","Tb927.10.11340:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11340","null","Tb927.10.11340"
"Tb927.10.11350","Tb927.10.11350:mRNA","T. brucei brucei TREU927","LSU ribosomal protein, mitochondrial, putative","protein coding","Tb927.10.11350","null","Tb927.10.11350"
"Tb927.10.11360","Tb927.10.11360:mRNA","T. brucei brucei TREU927","protein phosphatase 2A regulatory subunit, putative","protein coding","Tb927.10.11360","null","Tb927.10.11360"
"Tb927.10.11380","Tb927.10.11380:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11380","null","Tb927.10.11380"
"Tb927.10.11390","Tb927.10.11390:mRNA","T. brucei brucei TREU927","60S ribosomal protein L6, putative","protein coding","Tb927.10.11390","null","Tb927.10.11390"
"Tb927.10.11400","Tb927.10.11400:mRNA","T. brucei brucei TREU927","WD domain, G-beta repeat, putative","protein coding","Tb927.10.11400","null","Tb927.10.11400"
"Tb927.10.11410","Tb927.10.11410:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11410","null","Tb927.10.11410"
"Tb927.10.11430","Tb927.10.11430:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11430","null","Tb927.10.11430"
"Tb927.10.11440","Tb927.10.11440:mRNA","T. brucei brucei TREU927","G1 cyclin CycE4, putative","protein coding","Tb927.10.11440","CYC5","Tb927.10.11440"
"Tb927.10.11450","Tb927.10.11450:mRNA","T. brucei brucei TREU927","TFIIF-stimulated CTD phosphatase, putative","protein coding","Tb927.10.11450","null","Tb927.10.11450"
"Tb927.10.11470","Tb927.10.11470:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11470","null","Tb927.10.11470"
"Tb927.10.11480","Tb927.10.11480:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11480","null","Tb927.10.11480"
"Tb927.10.1150","Tb927.10.1150:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.1150","null","Tb927.10.1150"
"Tb927.10.11500","Tb927.10.11500:mRNA","T. brucei brucei TREU927","conserved protein","protein coding","Tb927.10.11500","null","Tb927.10.11500"
"Tb927.10.11510","Tb927.10.11510:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11510","null","Tb927.10.11510"
"Tb927.10.11520","Tb927.10.11520:mRNA","T. brucei brucei TREU927","mitochondrial import inner membrane translocase subunit tim13","protein coding","Tb927.10.11520","TIM13","Tb927.10.11520"
"Tb927.10.11560","Tb927.10.11560:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11560","null","Tb927.10.11560"
"Tb927.10.11580","Tb927.10.11580:mRNA","T. brucei brucei TREU927","predicted WD40 repeat protein","protein coding","Tb927.10.11580","null","Tb927.10.11580"
"Tb927.10.11590","Tb927.10.11590:mRNA","T. brucei brucei TREU927","nicotinate phosphoribosyltransferase, putative","protein coding","Tb927.10.11590","null","Tb927.10.11590"
"Tb927.10.1160","Tb927.10.1160:mRNA","T. brucei brucei TREU927","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative","protein coding","Tb927.10.1160","null","Tb927.10.1160"
"Tb927.10.11600","Tb927.10.11600:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11600","null","Tb927.10.11600"
"Tb927.10.11610","Tb927.10.11610:mRNA","T. brucei brucei TREU927","SKP1-like protein","protein coding","Tb927.10.11610","null","Tb927.10.11610"
"Tb927.10.11620","Tb927.10.11620:mRNA","T. brucei brucei TREU927","calcium-transporting ATPase, putative","protein coding","Tb927.10.11620","null","Tb927.10.11620"
"Tb927.10.11630","Tb927.10.11630:mRNA","T. brucei brucei TREU927","PSP1 C-terminal conserved region, putative","protein coding","Tb927.10.11630","null","Tb927.10.11630"
"Tb927.10.11640","Tb927.10.11640:mRNA","T. brucei brucei TREU927","Protein prenyltransferase alpha subunit repeat, putative","protein coding","Tb927.10.11640","null","Tb927.10.11640"
"Tb927.10.11650","Tb927.10.11650:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11650","null","Tb927.10.11650"
"Tb927.10.11660","Tb927.10.11660:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11660","null","Tb927.10.11660"
"Tb927.10.11670","Tb927.10.11670:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11670","null","Tb927.10.11670"
"Tb927.10.11680","Tb927.10.11680:mRNA","T. brucei brucei TREU927","Voltage-gated Chloride channel Like 2","protein coding","Tb927.10.11680","VCL2","Tb927.10.11680"
"Tb927.10.11690","Tb927.10.11690:mRNA","T. brucei brucei TREU927","YEATS family, putative","protein coding","Tb927.10.11690","null","Tb927.10.11690"
"Tb927.10.1170","Tb927.10.1170:mRNA","T. brucei brucei TREU927","intraflagellar transport protein 172","protein coding","Tb927.10.1170","IFT172","Tb927.10.1170"
"Tb927.10.11700","Tb927.10.11700:mRNA","T. brucei brucei TREU927","guanylate kinase, putative","protein coding","Tb927.10.11700","null","Tb927.10.11700"
"Tb927.10.11710","Tb927.10.11710:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.10.11710","null","Tb927.10.11710"
"Tb927.10.11720","Tb927.10.11720:mRNA","T. brucei brucei TREU927","CW-type Zinc Finger, putative","protein coding","Tb927.10.11720","null","Tb927.10.11720"
"Tb927.10.11730","Tb927.10.11730:mRNA","T. brucei brucei TREU927","zinc finger protein family member, putative","protein coding","Tb927.10.11730","ZC3H33","Tb927.10.11730"
"Tb927.10.11770","Tb927.10.11770:mRNA","T. brucei brucei TREU927","succinate dehydrogenase cytochrome B subunit","protein coding","Tb927.10.11770","SDH4","Tb927.10.11770"
"Tb927.10.11780","Tb927.10.11780:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11780","null","Tb927.10.11780"
"Tb927.10.1180","Tb927.10.1180:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.1180","null","Tb927.10.1180"
"Tb927.10.11800","Tb927.10.11800:mRNA","T. brucei brucei TREU927","Axonemal inner arm dynein light chain, putative","protein coding","Tb927.10.11800","null","Tb927.10.11800"
"Tb927.10.11820","Tb927.10.11820:mRNA","T. brucei brucei TREU927","kinetoplast ribosomal PPR-repeat containing protein 17","protein coding","Tb927.10.11820","KRIPP17","Tb927.10.11820"
"Tb927.10.11840","Tb927.10.11840:mRNA","T. brucei brucei TREU927","WD domain, G-beta repeat, putative","protein coding","Tb927.10.11840","TZP50","Tb927.10.11840"
"Tb927.10.11850","Tb927.10.11850:mRNA","T. brucei brucei TREU927","WD domain, G-beta repeat, putative","protein coding","Tb927.10.11850","TZP112","Tb927.10.11850"
"Tb927.10.11860","Tb927.10.11860:mRNA","T. brucei brucei TREU927","Cornifin (SPRR) family, putative","protein coding","Tb927.10.11860","null","Tb927.10.11860"
"Tb927.10.11890","Tb927.10.11890:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11890","null","Tb927.10.11890"
"Tb927.10.11910","Tb927.10.11910:mRNA","T. brucei brucei TREU927","major facilitator superfamily, putative","protein coding","Tb927.10.11910","null","Tb927.10.11910"
"Tb927.10.11920","Tb927.10.11920:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.10.11920","null","Tb927.10.11920"
"Tb927.10.11930","Tb927.10.11930:mRNA","T. brucei brucei TREU927","beta-D-hydroxybutyrate dehydrogenase","protein coding","Tb927.10.11930","null","Tb927.10.11930"
